       MD      Carbon(%)    ASH(%)       H2O(%)       BUMO(Gpa)    SHMO(Gpa)    STRN(Gpa)    POIS         VELP(KM/S)   VELS(KM/S)   LLV(mV)
  227.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   227.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  227.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     228       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   228.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  228.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     229       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   229.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  229.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     230       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   230.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  230.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     231       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   231.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  231.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     232       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   232.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  232.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     233       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   233.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  233.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     234       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   234.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  234.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     235       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   235.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  235.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     236       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   236.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  236.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     237       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   237.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  237.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     238       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   238.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  238.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     239       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   239.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  239.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     240       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   240.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  240.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     241       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   241.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  241.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     242       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   242.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  242.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     243       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  243.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   243.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  243.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   243.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  243.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   243.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  243.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   243.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  243.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   243.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
