     MD              HM(g/cm^3)             DNS(g/cm^3)                    LITH               YOMO(Gpa)                    SAND
  303.75                  900000                  900000                  900000                  900000                  900000
   303.8                  900000                  900000                  900000                  900000                  900000
  303.85                  900000                  900000                  900000                  900000                  900000
   303.9                  900000                  900000                  900000                  900000                  900000
  303.95                  900000                  900000                  900000                  900000                  900000
     304                  900000                  900000                  900000                  900000                  900000
  304.05                  900000                  900000                  900000                  900000                  900000
   304.1                  900000                  900000                  900000                  900000                  900000
  304.15                  900000                  900000                  900000                  900000                  900000
   304.2                  900000                  900000                  900000                  900000                  900000
  304.25                  900000                  900000                  900000                  900000                  900000
   304.3                  900000                  900000                  900000                  900000                  900000
  304.35                  900000                  900000                  900000                  900000                  900000
   304.4                  900000                  900000                  900000                  900000                  900000
  304.45                  900000                  900000                  900000                  900000                  900000
   304.5                  900000                  900000                  900000                  900000                  900000
  304.55                  900000                  900000                  900000                  900000                  900000
   304.6                  900000                  900000                  900000                  900000                  900000
  304.65                  900000                  900000                  900000                  900000                  900000
   304.7                  900000                  900000                  900000                  900000                  900000
  304.75                  900000                  900000                  900000                  900000                  900000
   304.8                  900000                  900000                  900000                  900000                  900000
  304.85                  900000                  900000                  900000                  900000                  900000
   304.9                  900000                  900000                  900000                  900000                  900000
  304.95                  900000                  900000                  900000                  900000                  900000
     305                  900000                  900000                  900000                  900000                  900000
  305.05                  900000                  900000                  900000                  900000                  900000
   305.1                  900000                  900000                  900000                  900000                  900000
  305.15                  900000                  900000                  900000                  900000                  900000
   305.2                  900000                  900000                  900000                  900000                  900000
  305.25                  900000                  900000                  900000                  900000                  900000
   305.3                  900000                  900000                  900000                  900000                  900000
  305.35                  900000                  900000                  900000                  900000                  900000
   305.4                  900000                  900000                  900000                  900000                  900000
  305.45                  900000                  900000                  900000                  900000                  900000
   305.5                  900000                  900000                  900000                  900000                  900000
  305.55                  900000                  900000                  900000                  900000                  900000
   305.6                  900000                  900000                  900000                  900000                  900000
  305.65                  900000                  900000                  900000                  900000                  900000
   305.7                  900000                  900000                  900000                  900000                  900000
  305.75                  900000                  900000                  900000                  900000                  900000
   305.8                  900000                  900000                  900000                  900000                  900000
  305.85                  900000                  900000                  900000                  900000                  900000
   305.9                  900000                  900000                  900000                  900000                  900000
  305.95                  900000                  900000                  900000                  900000                  900000
     306                  900000                  900000                  900000                  900000                  900000
  306.05                  900000                  900000                  900000                  900000                  900000
   306.1                  900000                  900000                  900000                  900000                  900000
  306.15                  900000                  900000                  900000                  900000                  900000
   306.2                  900000                  900000                  900000                  900000                  900000
  306.25                  900000                  900000                  900000                  900000                  900000
   306.3                  900000                  900000                  900000                  900000                  900000
  306.35                  900000                  900000                  900000                  900000                  900000
   306.4                  900000                  900000                  900000                  900000                  900000
  306.45                  900000                  900000                  900000                  900000                  900000
   306.5                  900000                  900000                  900000                  900000                  900000
  306.55                  900000                  900000                  900000                  900000                  900000
   306.6                  900000                  900000                  900000                  900000                  900000
  306.65                  900000                  900000                  900000                  900000                  900000
   306.7                  900000                  900000                  900000                  900000                  900000
  306.75                  900000                  900000                  900000                  900000                  900000
   306.8                  900000                  900000                  900000                  900000                  900000
  306.85                  900000                  900000                  900000                  900000                  900000
   306.9                  900000                  900000                  900000                  900000                  900000
  306.95                  900000                  900000                  900000                  900000                  900000
     307                  900000                  900000                  900000                  900000                  900000
  307.05                  900000                  900000                  900000                  900000                  900000
   307.1                  900000                  900000                  900000                  900000                  900000
  307.15                  900000                  900000                  900000                  900000                  900000
   307.2                  900000                  900000                  900000                  900000                  900000
  307.25                  900000                  900000                  900000                  900000                  900000
   307.3                  900000                  900000                  900000                  900000                  900000
  307.35                  900000                  900000                  900000                  900000                  900000
   307.4                  900000                  900000                  900000                  900000                  900000
  307.45                  900000                  900000                  900000                  900000                  900000
   307.5                  900000                  900000                  900000                  900000                  900000
  307.55                  900000                  900000                  900000                  900000                  900000
   307.6                  900000                  900000                  900000                  900000                  900000
  307.65                  900000                  900000                  900000                  900000                  900000
   307.7                  900000                  900000                  900000                  900000                  900000
  307.75                  900000                  900000                  900000                  900000                  900000
   307.8                  900000                  900000                  900000                  900000                  900000
  307.85                  900000                  900000                  900000                  900000                  900000
   307.9                  900000                  900000                  900000                  900000                  900000
  307.95                  900000                  900000                  900000                  900000                  900000
     308                  900000                  900000                  900000                  900000                  900000
  308.05                  900000                  900000                  900000                  900000                  900000
   308.1                  900000                  900000                  900000                  900000                  900000
  308.15                  900000                  900000                  900000                  900000                  900000
   308.2                  900000                  900000                  900000                  900000                  900000
  308.25                  900000                  900000                  900000                  900000                  900000
   308.3                  900000                  900000                  900000                  900000                  900000
  308.35                  900000                  900000                  900000                  900000                  900000
   308.4                  900000                  900000                  900000                  900000                  900000
  308.45                  900000                  900000                  900000                  900000                  900000
   308.5                  900000                  900000                  900000                  900000                  900000
  308.55                  900000                  900000                  900000                  900000                  900000
   308.6                  900000                  900000                  900000                  900000                  900000
  308.65                  900000                  900000                  900000                  900000                  900000
   308.7                  900000                  900000                  900000                  900000                  900000
  308.75                  900000                  900000                  900000                  900000                  900000
   308.8                  900000                  900000                  900000                  900000                  900000
  308.85                  900000                  900000                  900000                  900000                  900000
   308.9                  900000                  900000                  900000                  900000                  900000
  308.95                  900000                  900000                  900000                  900000                  900000
     309                  900000                  900000                  900000                  900000                  900000
  309.05                  900000                  900000                  900000                  900000                  900000
   309.1                  900000                  900000                  900000                  900000                  900000
  309.15                  900000                  900000                  900000                  900000                  900000
   309.2                  900000                  900000                  900000                  900000                  900000
  309.25                  900000                  900000                  900000                  900000                  900000
   309.3                  900000                  900000                  900000                  900000                  900000
  309.35                  900000                  900000                  900000                  900000                  900000
   309.4                  900000                  900000                  900000                  900000                  900000
  309.45                  900000                  900000                  900000                  900000                  900000
   309.5                  900000                  900000                  900000                  900000                  900000
  309.55                  900000                  900000                  900000                  900000                  900000
   309.6                  900000                  900000                  900000                  900000                  900000
  309.65                  900000                  900000                  900000                  900000                  900000
   309.7                  900000                  900000                  900000                  900000                  900000
  309.75                  900000                  900000                  900000                  900000                  900000
   309.8                  900000                  900000                  900000                  900000                  900000
  309.85                  900000                  900000                  900000                  900000                  900000
   309.9                  900000                  900000                  900000                  900000                  900000
  309.95                  900000                  900000                  900000                  900000                  900000
     310                  900000                  900000                  900000                  900000                  900000
  310.05                  900000                  900000                  900000                  900000                  900000
   310.1                  900000                  900000                  900000                  900000                  900000
  310.15                  900000                  900000                  900000                  900000                  900000
   310.2                  900000                  900000                  900000                  900000                  900000
  310.25                  900000                  900000                  900000                  900000                  900000
   310.3                  900000                  900000                  900000                  900000                  900000
  310.35                  900000                  900000                  900000                  900000                  900000
   310.4                  900000                  900000                  900000                  900000                  900000
  310.45                  900000                  900000                  900000                  900000                  900000
   310.5                  900000                  900000                  900000                  900000                  900000
  310.55                  900000                  900000                  900000                  900000                  900000
   310.6                  900000                  900000                  900000                  900000                  900000
  310.65                  900000                  900000                  900000                  900000                  900000
   310.7                  900000                  900000                  900000                  900000                  900000
  310.75                  900000                  900000                  900000                  900000                  900000
   310.8                  900000                  900000                  900000                  900000                  900000
  310.85                  900000                  900000                  900000                  900000                  900000
   310.9                  900000                  900000                  900000                  900000                  900000
  310.95                  900000                  900000                  900000                  900000                  900000
     311                  900000                  900000                  900000                  900000                  900000
  311.05                  900000                  900000                  900000                  900000                  900000
   311.1                  900000                  900000                  900000                  900000                  900000
  311.15                  900000                  900000                  900000                  900000                  900000
   311.2                  900000                  900000                  900000                  900000                  900000
  311.25                  900000                  900000                  900000                  900000                  900000
   311.3                  900000                  900000                  900000                  900000                  900000
  311.35                  900000                  900000                  900000                  900000                  900000
   311.4                  900000                  900000                  900000                  900000                  900000
  311.45                  900000                  900000                  900000                  900000                  900000
   311.5                  900000                  900000                  900000                  900000                  900000
  311.55                  900000                  900000                  900000                  900000                  900000
   311.6                  900000                  900000                  900000                  900000                  900000
  311.65                  900000                  900000                  900000                  900000                  900000
   311.7                  900000                  900000                  900000                  900000                  900000
  311.75                  900000                  900000                  900000                  900000                  900000
   311.8                  900000                  900000                  900000                  900000                  900000
  311.85                  900000                  900000                  900000                  900000                  900000
   311.9                  900000                  900000                  900000                  900000                  900000
  311.95                  900000                  900000                  900000                  900000                  900000
     312                  900000                  900000                  900000                  900000                  900000
  312.05                  900000                  900000                  900000                  900000                  900000
   312.1                  900000                  900000                  900000                  900000                  900000
  312.15                  900000                  900000                  900000                  900000                  900000
   312.2                  900000                  900000                  900000                  900000                  900000
  312.25                  900000                  900000                  900000                  900000                  900000
   312.3                  900000                  900000                  900000                  900000                  900000
  312.35                  900000                  900000                  900000                  900000                  900000
   312.4                  900000                  900000                  900000                  900000                  900000
  312.45                  900000                  900000                  900000                  900000                  900000
   312.5                  900000                  900000                  900000                  900000                  900000
  312.55                  900000                  900000                  900000                  900000                  900000
   312.6                  900000                  900000                  900000                  900000                  900000
  312.65                  900000                  900000                  900000                  900000                  900000
   312.7                  900000                  900000                  900000                  900000                  900000
  312.75                  900000                  900000                  900000                  900000                  900000
   312.8                  900000                  900000                  900000                  900000                  900000
  312.85                  900000                  900000                  900000                  900000                  900000
   312.9                  900000                  900000                  900000                  900000                  900000
  312.95                  900000                  900000                  900000                  900000                  900000
     313                  900000                  900000                  900000                  900000                  900000
  313.05                  900000                  900000                  900000                  900000                  900000
   313.1                  900000                  900000                  900000                  900000                  900000
  313.15                  900000                  900000                  900000                  900000                  900000
   313.2                  900000                  900000                  900000                  900000                  900000
  313.25                  900000                  900000                  900000                  900000                  900000
   313.3                  900000                  900000                  900000                  900000                  900000
  313.35                  900000                  900000                  900000                  900000                  900000
   313.4                  900000                  900000                  900000                  900000                  900000
  313.45                  900000                  900000                  900000                  900000                  900000
   313.5                  900000                  900000                  900000                  900000                  900000
  313.55                  900000                  900000                  900000                  900000                  900000
   313.6                  900000                  900000                  900000                  900000                  900000
  313.65                  900000                  900000                  900000                  900000                  900000
   313.7                  900000                  900000                  900000                  900000                  900000
  313.75                  900000                  900000                  900000                  900000                  900000
   313.8                  900000                  900000                  900000                  900000                  900000
  313.85                  900000                  900000                  900000                  900000                  900000
   313.9                  900000                  900000                  900000                  900000                  900000
  313.95                  900000                  900000                  900000                  900000                  900000
     314                  900000                  900000                  900000                  900000                  900000
  314.05                  900000                  900000                  900000                  900000                  900000
   314.1                  900000                  900000                  900000                  900000                  900000
  314.15                  900000                  900000                  900000                  900000                  900000
   314.2                  900000                  900000                  900000                  900000                  900000
  314.25                  900000                  900000                  900000                  900000                  900000
   314.3                  900000                  900000                  900000                  900000                  900000
  314.35                  900000                  900000                  900000                  900000                  900000
   314.4                  900000                  900000                  900000                  900000                  900000
  314.45                  900000                  900000                  900000                  900000                  900000
   314.5                  900000                  900000                  900000                  900000                  900000
  314.55                  900000                  900000                  900000                  900000                  900000
   314.6                  900000                  900000                  900000                  900000                  900000
  314.65                  900000                  900000                  900000                  900000                  900000
   314.7                  900000                  900000                  900000                  900000                  900000
  314.75                  900000                  900000                  900000                  900000                  900000
   314.8                  900000                  900000                  900000                  900000                  900000
  314.85                  900000                  900000                  900000                  900000                  900000
   314.9                  900000                  900000                  900000                  900000                  900000
  314.95                  900000                  900000                  900000                  900000                  900000
     315                  900000                  900000                  900000                  900000                  900000
  315.05                  900000                  900000                  900000                  900000                  900000
   315.1                  900000                  900000                  900000                  900000                  900000
  315.15                  900000                  900000                  900000                  900000                  900000
   315.2                  900000                  900000                  900000                  900000                  900000
  315.25                  900000                  900000                  900000                  900000                  900000
   315.3                  900000                  900000                  900000                  900000                  900000
  315.35                  900000                  900000                  900000                  900000                  900000
   315.4                  900000                  900000                  900000                  900000                  900000
  315.45                  900000                  900000                  900000                  900000                  900000
   315.5                  900000                  900000                  900000                  900000                  900000
  315.55                  900000                  900000                  900000                  900000                  900000
   315.6                  900000                  900000                  900000                  900000                  900000
  315.65                  900000                  900000                  900000                  900000                  900000
   315.7                  900000                  900000                  900000                  900000                  900000
  315.75                  900000                  900000                  900000                  900000                  900000
   315.8                  900000                  900000                  900000                  900000                  900000
  315.85                  900000                  900000                  900000                  900000                  900000
   315.9                  900000                  900000                  900000                  900000                  900000
  315.95                  900000                  900000                  900000                  900000                  900000
     316                  900000                  900000                  900000                  900000                  900000
  316.05                  900000                  900000                  900000                  900000                  900000
   316.1                  900000                  900000                  900000                  900000                  900000
  316.15                  900000                  900000                  900000                  900000                  900000
   316.2                  900000                  900000                  900000                  900000                  900000
  316.25                  900000                  900000                  900000                  900000                  900000
   316.3                  900000                  900000                  900000                  900000                  900000
  316.35                  900000                  900000                  900000                  900000                  900000
   316.4                  900000                  900000                  900000                  900000                  900000
  316.45                  900000                  900000                  900000                  900000                  900000
   316.5                  900000                  900000                  900000                  900000                  900000
  316.55                  900000                  900000                  900000                  900000                  900000
   316.6                  900000                  900000                  900000                  900000                  900000
  316.65                  900000                  900000                  900000                  900000                  900000
   316.7                  900000                  900000                  900000                  900000                  900000
  316.75                  900000                  900000                  900000                  900000                  900000
   316.8                  900000                  900000                  900000                  900000                  900000
  316.85                  900000                  900000                  900000                  900000                  900000
   316.9                  900000                  900000                  900000                  900000                  900000
  316.95                  900000                  900000                  900000                  900000                  900000
     317                  900000                  900000                  900000                  900000                  900000
  317.05                  900000                  900000                  900000                  900000                  900000
   317.1                  900000                  900000                  900000                  900000                  900000
  317.15                  900000                  900000                  900000                  900000                  900000
   317.2                  900000                  900000                  900000                  900000                  900000
  317.25                  900000                  900000                  900000                  900000                  900000
   317.3                  900000                  900000                  900000                  900000                  900000
  317.35                  900000                  900000                  900000                  900000                  900000
   317.4                  900000                  900000                  900000                  900000                  900000
  317.45                  900000                  900000                  900000                  900000                  900000
   317.5                  900000                  900000                  900000                  900000                  900000
  317.55                  900000                  900000                  900000                  900000                  900000
   317.6                  900000                  900000                  900000                  900000                  900000
  317.65                  900000                  900000                  900000                  900000                  900000
   317.7                  900000                  900000                  900000                  900000                  900000
  317.75                  900000                  900000                  900000                  900000                  900000
   317.8                  900000                  900000                  900000                  900000                  900000
  317.85                  900000                  900000                  900000                  900000                  900000
   317.9                  900000                  900000                  900000                  900000                  900000
  317.95                  900000                  900000                  900000                  900000                  900000
     318                  900000                  900000                  900000                  900000                  900000
  318.05                  900000                  900000                  900000                  900000                  900000
   318.1                  900000                  900000                  900000                  900000                  900000
  318.15                  900000                  900000                  900000                  900000                  900000
   318.2                  900000                  900000                  900000                  900000                  900000
  318.25                  900000                  900000                  900000                  900000                  900000
   318.3                  900000                  900000                  900000                  900000                  900000
  318.35                  900000                  900000                  900000                  900000                  900000
   318.4                  900000                  900000                  900000                  900000                  900000
  318.45                  900000                  900000                  900000                  900000                  900000
   318.5                  900000                  900000                  900000                  900000                  900000
  318.55                  900000                  900000                  900000                  900000                  900000
   318.6                  900000                  900000                  900000                  900000                  900000
  318.65                  900000                  900000                  900000                  900000                  900000
   318.7                  900000                  900000                  900000                  900000                  900000
  318.75                  900000                  900000                  900000                  900000                  900000
   318.8                  900000                  900000                  900000                  900000                  900000
  318.85                  900000                  900000                  900000                  900000                  900000
   318.9                  900000                  900000                  900000                  900000                  900000
  318.95                  900000                  900000                  900000                  900000                  900000
     319                  900000                  900000                  900000                  900000                  900000
  319.05                  900000                  900000                  900000                  900000                  900000
   319.1                  900000                  900000                  900000                  900000                  900000
  319.15                  900000                  900000                  900000                  900000                  900000
   319.2                  900000                  900000                  900000                  900000                  900000
  319.25                  900000                  900000                  900000                  900000                  900000
   319.3                  900000                  900000                  900000                  900000                  900000
  319.35                  900000                  900000                  900000                  900000                  900000
   319.4                  900000                  900000                  900000                  900000                  900000
  319.45                  900000                  900000                  900000                  900000                  900000
   319.5                  900000                  900000                  900000                  900000                  900000
  319.55                  900000                  900000                  900000                  900000                  900000
   319.6                  900000                  900000                  900000                  900000                  900000
  319.65                  900000                  900000                  900000                  900000                  900000
   319.7                  900000                  900000                  900000                  900000                  900000
  319.75                  900000                  900000                  900000                  900000                  900000
   319.8                  900000                  900000                  900000                  900000                  900000
  319.85                  900000                  900000                  900000                  900000                  900000
   319.9                  900000                  900000                  900000                  900000                  900000
  319.95                  900000                  900000                  900000                  900000                  900000
     320                  900000                  900000                  900000                  900000                  900000
  320.05                  900000                  900000                  900000                  900000                  900000
   320.1                  900000                  900000                  900000                  900000                  900000
  320.15                  900000                  900000                  900000                  900000                  900000
   320.2                  900000                  900000                  900000                  900000                  900000
  320.25                  900000                  900000                  900000                  900000                  900000
   320.3                  900000                  900000                  900000                  900000                  900000
  320.35                  900000                  900000                  900000                  900000                  900000
   320.4                  900000                  900000                  900000                  900000                  900000
  320.45                  900000                  900000                  900000                  900000                  900000
   320.5                  900000                  900000                  900000                  900000                  900000
  320.55                  900000                  900000                  900000                  900000                  900000
   320.6                  900000                  900000                  900000                  900000                  900000
  320.65                  900000                  900000                  900000                  900000                  900000
   320.7                  900000                  900000                  900000                  900000                  900000
  320.75                  900000                  900000                  900000                  900000                  900000
   320.8                  900000                  900000                  900000                  900000                  900000
  320.85                  900000                  900000                  900000                  900000                  900000
   320.9                  900000                  900000                  900000                  900000                  900000
  320.95                  900000                  900000                  900000                  900000                  900000
     321                  900000                  900000                  900000                  900000                  900000
  321.05                  900000                  900000                  900000                  900000                  900000
   321.1                  900000                  900000                  900000                  900000                  900000
  321.15                  900000                  900000                  900000                  900000                  900000
