?rank,rid,costMoney,level,vip,nickname,clubName,combat,topHeroesCombat,online,lastOfflineTime,groupId
318, 427576_1006, 36, 32, 2, 顽皮_番番, 咔咔咔, 15542, 19227, 0, 2019-11-30 09:22:35, Group_4
319, 428873_1006, 36, 40, 2, 精悍的龙龙, 1, 40686, 55073, 0, 2019-12-02 21:26:49, Group_4
320, 421298_1006, 36, 40, 2, 碉堡_蛋炒饭, 名人堂, 40738, 59840, 0, 2019-12-03 21:56:16, Group_1
321, 423118_1006, 36, 41, 2, 无敌八神, 刚刚, 34232, 51648, 0, 2019-12-03 10:37:41, Group_1
322, 421452_1006, 36, 41, 2, 疯狂的汉堡包, 玉天宗, 40402, 62174, 0, 2019-12-04 04:44:03, Group_2
323, 431279_1006, 36, 39, 2, 骄傲_洛神, 鬼族, 36309, 49980, 0, 2019-12-03 12:48:28, Group_4
324, 435858_1006, 36, 40, 2, 桑心灬偶像, 六芒星, 36566, 54755, 0, 2019-12-03 23:16:47, Group_3
325, 282554_1006, 36, 41, 2, 灬狼族, 祖师殿, 42253, 57107, 0, 2019-12-04 02:39:01, Group_2
326, 427947_1006, 36, 35, 2, 优美的小羚, 1, 22318, 33168, 0, 2019-12-04 00:06:26, Group_4
327, 430368_1006, 36, 41, 2, 忧郁的牧师, 水花兄弟, 40852, 58987, 0, 2019-12-04 04:17:13, Group_1
328, 331030_1006, 36, 39, 2, Soloer鬼, 撕裂, 37295, 47410, 0, 2019-12-03 23:59:07, Group_3
329, 423516_1006, 36, 40, 2, 九门龍, 水火不容, 33028, 53961, 0, 2019-12-03 19:54:37, Group_4
330, 430783_1006, 36, 40, 2, DGhost, 高数, 41859, 60146, 0, 2019-12-03 22:07:58, Group_4
331, 432942_1006, 36, 40, 2, 二次元X领主, 高数, 28529, 44366, 0, 2019-12-03 23:12:42, Group_4
332, 425850_1006, 36, 40, 2, 魂淡, 快快乐乐, 38406, 54280, 0, 2019-12-04 00:48:55, Group_1
333, 429826_1006, 36, 38, 2, 提拉米苏、娜娜, 0, 30531, 45716, 0, 2019-12-04 02:47:54, Group_3
334, 396187_1006, 36, 42, 2, 嚣张丨小伙伴, 千鹤乱舞, 39171, 56145, 0, 2019-12-03 21:42:50, Group_1
335, 430184_1006, 36, 39, 2, 得意_标题党, 刚刚, 32352, 47242, 0, 2019-12-03 13:36:38, Group_1
336, 425745_1006, 36, 34, 2, 毒辣X, 了哦哦, 22893, 33909, 0, 2019-12-03 20:16:24, Group_3
337, 421956_1006, 36, 33, 2, 圆滑之斯巴达, 白竹, 18375, 24872, 0, 2019-12-04 00:04:13, Group_3
338, 420762_1006, 30, 29, 2, 狂妄X黑道, 八神战队, 12650, 14343, 0, 2019-11-28 23:23:01, Group_2
339, 421315_1006, 30, 35, 2, 完事甩蓝子, uuu, 23848, 35048, 0, 2019-12-02 15:33:04, Group_3
340, 422149_1006, 30, 24, 2, 疯狂_毅哥, 刘新宇潘爽, 11225, 13230, 0, 2019-11-26 13:28:20, Group_3
341, 423138_1006, 30, 30, 2, 轮回X特工, 0, 16115, 21354, 0, 2019-11-28 06:46:39, Group_1
342, 347287_1006, 30, 30, 2, 蛮横X传奇, 千鹤乱舞, 16408, 20782, 0, 2019-11-29 08:00:43, Group_1
343, 407778_1006, 30, 36, 2, 狂热丨包子男, 八神庵, 22244, 34925, 0, 2019-12-01 19:00:01, Group_3
344, 416030_1006, 30, 22, 2, 奇异_超人, 0, 8839, 10060, 0, 2019-11-26 14:43:34, Group_4
345, 423750_1006, 30, 22, 2, 天然呆的草根, 白竹, 8160, 8789, 0, 2019-11-26 12:25:57, Group_3
346, 416242_1006, 30, 29, 2, 暴力X蛋炒饭, 哦啊, 16465, 21553, 0, 2019-11-27 09:52:33, Group_2
347, 425001_1006, 30, 29, 2, 别想念, 哦啊, 14084, 15705, 0, 2019-11-28 00:21:22, Group_2
348, 425085_1006, 30, 7, 2, 开心X草莓, 0, 692, 1346, 0, 2019-11-26 09:16:19, 
349, 425199_1006, 30, 36, 2, 心碎丨喵星人, 六芒星, 25506, 32251, 0, 2019-12-03 16:33:20, Group_3
350, 425328_1006, 30, 16, 2, 血盆大口, 0, 5756, 6788, 0, 2019-11-28 08:53:18, 
351, 386135_1006, 30, 39, 2, 羞涩_欧巴, 洗洗睡, 33429, 44902, 0, 2019-12-01 21:37:22, Group_2
352, 423923_1006, 30, 37, 2, 绿叶灬, 不知火舞, 26873, 37303, 0, 2019-12-04 01:05:43, Group_2
353, 427383_1006, 30, 9, 2, 暴力之斜眼党, 0, 2470, 2454, 0, 2019-11-26 10:57:28, 
354, 427691_1006, 30, 39, 2, 傲慢小磊, 冷眸, 26738, 39640, 0, 2019-12-03 19:13:32, Group_1
355, 428379_1006, 30, 29, 2, 司王, 魔门, 16027, 19166, 0, 2019-11-27 16:24:33, Group_4
356, 413396_1006, 30, 24, 2, 圆滑丨小正太, 冷眸, 10480, 12687, 0, 2019-11-27 13:31:16, Group_1
357, 428135_1006, 30, 41, 2, 起名就头痛, 不知火舞, 46054, 66834, 0, 2019-12-04 00:08:36, Group_2
358, 337397_1006, 30, 35, 2, 的胖大白, 0, 24678, 38708, 0, 2019-11-30 21:43:12, Group_3
359, 399838_1006, 30, 33, 2, 好强丨魔蝎座, 冠军?, 19252, 24024, 0, 2019-12-01 10:06:48, Group_1
360, 429733_1006, 30, 27, 2, 狂野的汉子, 冠军?, 13341, 16667, 0, 2019-11-27 08:36:45, Group_1
361, 423963_1006, 30, 37, 2, 灵~羽, 水火不容, 29917, 44311, 0, 2019-12-03 10:12:27, Group_4
362, 431044_1006, 30, 31, 2, 疯狂的火男, 0, 9340, 10442, 0, 2019-12-01 20:25:12, Group_1
363, 429385_1006, 30, 25, 2, 火锅坏男, 5, 10241, 12232, 0, 2019-11-27 08:48:46, Group_4
364, 143697_1006, 30, 30, 2, 多情的猴王, 冠军?, 15197, 19309, 0, 2019-11-28 16:18:26, Group_1
365, 432396_1006, 30, 32, 2, 大度_爪挠, 强烈队伍, 16603, 20002, 0, 2019-11-30 09:17:12, Group_2
366, 429517_1006, 30, 33, 2, 中箭丶天蝎座, 魔门, 21933, 33541, 0, 2019-11-29 13:57:26, Group_4
367, 432913_1006, 30, 37, 2, 啊嘛帖拉斯, 不知火舞, 28369, 41730, 0, 2019-12-02 22:48:27, Group_2
368, 432668_1006, 30, 21, 2, 開訫：就好, 狼王兄弟军团, 8496, 9307, 0, 2019-11-26 13:45:25, Group_3
369, 434585_1006, 30, 30, 2, 贪婪_巨蟹座, 六芒星, 14651, 19643, 0, 2019-11-28 08:54:05, Group_3
370, 434972_1006, 30, 28, 2, 无双丶斜眼党, 强烈队伍, 10443, 17989, 0, 2019-11-28 17:20:42, Group_2
371, 435346_1006, 30, 10, 2, 傲娇的风神, 0, 2545, 2529, 0, 2019-11-26 13:30:19, 
372, 435352_1006, 30, 39, 2, 我住你隔壁姓王, 强烈队伍, 26160, 37804, 0, 2019-12-03 19:37:24, Group_2
373, 430441_1006, 30, 29, 2, 神秘X围观党, 0, 12800, 17242, 0, 2019-11-28 00:20:14, Group_1
374, 432880_1006, 30, 32, 2, 洒脱_, 你还是不是男, 19120, 25301, 0, 2019-11-28 17:46:22, Group_4
375, 425960_1006, 30, 24, 2, 紧张丶火神, 0, 10832, 11469, 0, 2019-11-26 14:14:43, Group_2
376, 382770_1006, 30, 41, 2, 绿叶丶白风, 八神超玩会, 39645, 59160, 0, 2019-12-03 23:20:21, Group_3
377, 432764_1006, 30, 28, 2, 自觉灬宅男, 狼王兄弟军团, 13864, 17606, 0, 2019-11-27 23:17:06, Group_3
378, 429909_1006, 30, 29, 2, 逆天X凌凌漆, 0, 11645, 15704, 0, 2019-12-02 14:15:43, Group_1
379, 433521_1006, 30, 25, 2, 小阿雪, 0, 11204, 13847, 0, 2019-11-28 10:35:17, Group_1
380, 432603_1006, 30, 29, 2, 挨最毒的打丶, 了哦哦, 16600, 23060, 0, 2019-11-27 13:03:37, Group_3
381, 428523_1006, 30, 35, 2, 凯哥哥, 狼王兄弟军团, 27567, 38823, 0, 2019-12-01 14:31:45, Group_3
382, 432783_1006, 30, 24, 2, 正直丨野人, 0, 11631, 12400, 0, 2019-11-26 18:55:40, Group_1
383, 423934_1006, 30, 13, 2, 颓废_狼族, 0, 4505, 5344, 0, 2019-11-27 17:26:54, 
384, 433081_1006, 30, 28, 2, 冰葑?七夜, 狂战魔焰, 15150, 19111, 0, 2019-11-28 11:10:16, Group_4
385, 431120_1006, 30, 38, 2, 忠厚丨校长, 六芒星, 31539, 48335, 0, 2019-12-04 01:21:14, Group_3
386, 429666_1006, 30, 36, 2, 冷酷丶将军, 八神超玩会, 29318, 45270, 0, 2019-12-03 17:42:59, Group_3
387, 429721_1006, 30, 39, 2, 情人, 六芒星, 35623, 46909, 0, 2019-12-03 20:17:41, Group_3
388, 427484_1006, 30, 20, 2, 围观X香肠, 风风??飍飍, 6127, 7081, 0, 2019-11-26 21:21:17, Group_2
389, 47666_1006, 30, 28, 2, 疯狂御风者, 0, 11914, 14051, 0, 2019-11-27 23:13:06, Group_4
390, 433682_1006, 30, 40, 2, 残酷X八酱, 强烈队伍, 36757, 52838, 0, 2019-12-04 01:06:13, Group_2
391, 423835_1006, 30, 9, 2, 温柔之御姐, 0, 1920, 1908, 0, 2019-11-30 20:16:10, 
392, 430990_1006, 30, 39, 2, 膜拜灬野人, 水花兄弟, 25882, 34881, 0, 2019-12-03 22:45:17, Group_1
393, 422240_1006, 30, 32, 2, 大胆的电猫, 烈焰, 12059, 13140, 0, 2019-12-02 23:10:45, Group_2
394, 435980_1006, 30, 39, 2, 空虚X, 八神庵, 29344, 47658, 0, 2019-12-03 18:10:34, Group_3
395, 434600_1006, 30, 31, 2, 活泼灬阳阳, 八神魔, 18498, 26179, 0, 2019-11-27 20:00:24, Group_2
396, 422086_1006, 30, 39, 2, 神气灬草薙一族, 强撸, 32064, 45825, 0, 2019-12-03 22:12:19, Group_4
397, 427860_1006, 30, 38, 2, Easenl, 魔门, 32416, 46043, 0, 2019-12-03 23:08:11, Group_4
398, 433040_1006, 30, 36, 2, 生气丶, 烈焰, 23068, 36696, 0, 2019-12-04 00:31:17, Group_2
399, 435794_1006, 30, 41, 2, 娇羞的传奇, 高数, 40150, 62430, 0, 2019-12-03 22:35:12, Group_4
400, 433806_1006, 30, 33, 2, 大蛇精病, Hakuna, 17718, 24766, 0, 2019-12-02 15:11:59, Group_4
401, 426261_1006, 30, 34, 2, 灬领主, 0, 12205, 13225, 0, 2019-12-02 20:36:11, Group_3
402, 429754_1006, 30, 38, 2, 傻瓜, 八神超玩会, 32590, 46264, 0, 2019-12-03 21:39:28, Group_3
403, 428152_1006, 30, 31, 2, _魔王, 0, 10770, 15183, 0, 2019-12-04 00:14:05, Group_3
404, 428227_1006, 30, 34, 2, 青衫, uuu, 24619, 34888, 0, 2019-11-29 15:20:29, Group_3
405, 425998_1006, 30, 13, 2, 健壮丨狼王, 0, 3515, 3984, 0, 2019-11-28 08:42:05, 
406, 424808_1006, 30, 34, 2, 大猛一, 烈焰, 16234, 23685, 0, 2019-12-03 13:25:41, Group_2
407, 435278_1006, 30, 40, 2, 热血灬独眼龙, 咔咔咔, 38293, 58568, 0, 2019-12-04 00:24:27, Group_4
408, 430395_1006, 30, 40, 2, 小小舞儿, 鬼族, 42936, 55039, 0, 2019-12-04 00:11:22, Group_4
409, 427377_1006, 30, 39, 2, 天然呆丨强盗, 玉天宗, 28826, 47830, 0, 2019-12-04 00:48:06, Group_2
410, 427564_1006, 30, 34, 2, 挺拔丨强盗, 八神魔, 15397, 21580, 0, 2019-12-02 09:35:34, Group_2
411, 434095_1006, 30, 32, 2, 伤感X黑道, 0, 16420, 23108, 0, 2019-11-29 18:19:13, Group_4
412, 432663_1006, 30, 37, 2, 超越小怪兽, 高数, 29026, 42068, 0, 2019-12-03 22:58:55, Group_4
413, 399849_1006, 30, 41, 2, 箛獨d牧羏亼, 天神主宰、, 41695, 59959, 0, 2019-12-03 22:41:22, Group_1
414, 431134_1006, 30, 38, 2, 完美水瓶座, 水火不容, 27744, 42645, 0, 2019-12-03 14:51:53, Group_4
415, 428743_1006, 30, 37, 2, 精悍丶大菠萝, 狼王兄弟军团, 21939, 33794, 0, 2019-12-03 07:21:29, Group_3
416, 421517_1006, 30, 32, 2, 菩提树下的顿悟, 梦之队, 16618, 21348, 0, 2019-11-29 12:50:04, Group_4
417, 422841_1006, 30, 30, 2, 顽强_野人, 千鹤乱舞, 12563, 15013, 0, 2019-12-03 08:08:44, Group_1
418, 426754_1006, 30, 42, 2, 葫芦娃, 名人堂, 43442, 64048, 0, 2019-12-03 23:03:49, Group_1
419, 433629_1006, 30, 40, 2, 幸运_真真, 了哦哦, 32076, 44522, 0, 2019-12-03 18:22:15, Group_3
420, 426056_1006, 30, 35, 2, 彭于晏, 祖师殿, 21596, 30964, 0, 2019-12-03 23:12:48, Group_2
421, 433729_1006, 30, 40, 2, 无敌小宝贝, 水花兄弟, 38556, 51488, 0, 2019-12-03 21:43:32, Group_1
422, 427730_1006, 30, 40, 2, 散漫_榴莲, 八神庵, 36048, 54710, 0, 2019-12-03 20:58:57, Group_3
423, 429891_1006, 30, 41, 2, 愤怒灬红帽, 名人堂, 36922, 53350, 0, 2019-12-03 21:05:50, Group_1
424, 428151_1006, 30, 41, 2, 丶左右, 大蛇无双, 39590, 56197, 0, 2019-12-03 23:35:36, Group_2
425, 435522_1006, 30, 39, 2, 淡然, *坤, 34430, 50151, 0, 2019-12-04 00:42:22, Group_4
426, 434334_1006, 30, 37, 2, 孤独灬狼女, 温文儒雅, 31678, 39041, 0, 2019-12-02 10:13:59, Group_3
427, 423000_1006, 30, 40, 2, 苏九黎, 汇编成册不会, 35283, 48713, 0, 2019-12-03 13:04:43, Group_3
428, 429291_1006, 30, 41, 2, 紫雨轩, 04, 37012, 54148, 0, 2019-12-04 00:30:05, Group_2
429, 427548_1006, 30, 32, 2, 逆袭灬白羊座, 神話, 15111, 19712, 0, 2019-11-30 15:59:57, Group_2
430, 423910_1006, 30, 41, 2, 暴走八神庵, 魔门, 36851, 51837, 0, 2019-12-04 00:08:23, Group_4
431, 407506_1006, 30, 41, 2, 嘻哈_萝莉控, 梦之队, 39404, 58015, 0, 2019-12-03 21:28:49, Group_4
432, 421159_1006, 30, 34, 2, 恶寒_风神, 狼王兄弟军团, 18376, 27078, 0, 2019-12-02 19:58:06, Group_3
433, 423254_1006, 30, 30, 2, 健壮丨红丸, 0, 11447, 14790, 0, 2019-12-03 09:54:09, Group_2
434, 432987_1006, 30, 40, 2, 拜金的领主, 八神战队, 34023, 51266, 0, 2019-12-03 22:11:39, Group_2
435, 426325_1006, 30, 40, 2, 活跃的红风, 不知火舞, 40022, 48967, 0, 2019-12-03 21:10:40, Group_2
436, 427648_1006, 30, 37, 2, H爱你尹Y, 撕裂, 26667, 39726, 0, 2019-12-03 06:55:10, Group_3
437, 433543_1006, 30, 40, 2, 魔鬼, 高数, 34837, 46548, 0, 2019-12-03 23:32:20, Group_4
438, 429247_1006, 30, 38, 2, 神气主人, Hakuna, 28037, 41188, 0, 2019-12-03 17:30:13, Group_4
439, 424353_1006, 30, 36, 2, 看我貂不, 水火不容, 25326, 38058, 0, 2019-12-03 20:44:44, Group_4
440, 422402_1006, 30, 34, 2, 火暴的小胖墩, 黑夜降临, 19431, 27716, 0, 2019-12-03 17:30:35, Group_3
441, 424046_1006, 30, 25, 2, 糊涂丶, 玉天宗, 11073, 16229, 0, 2019-12-04 00:06:11, Group_2
442, 243930_1006, 30, 37, 2, 傲娇_蜀黍, 玉天宗, 26337, 35241, 0, 2019-12-03 15:29:24, Group_2
443, 433033_1006, 30, 39, 2, 杀戮乄战神, 嘻嘻, 33288, 46590, 0, 2019-12-03 21:15:47, Group_1
444, 434789_1006, 30, 36, 2, 鲁莽X金牛座, 南风, 22744, 34724, 0, 2019-12-03 22:22:08, Group_2
445, 434719_1006, 24, 18, 1, 鲁莽灬, 冠军?, 6101, 6408, 0, 2019-11-26 13:57:37, Group_1
446, 430787_1006, 24, 27, 2, 堕落灬哈密瓜, 黑夜降临, 11852, 15403, 0, 2019-11-28 19:24:59, Group_3
447, 401730_1006, 24, 31, 2, 崇高_小美女, uuu, 18026, 21498, 0, 2019-11-28 11:17:43, Group_3
448, 427000_1006, 24, 40, 2, 反常灬二娃, 六芒星, 35804, 52848, 0, 2019-12-03 17:57:44, Group_3
449, 433676_1006, 24, 32, 2, 幸运的手抓饼, 千鹤乱舞, 12359, 16983, 0, 2019-12-01 10:16:03, Group_1
450, 425639_1006, 24, 38, 2, 折翼X铁拳, 狼王兄弟军团, 27856, 45794, 0, 2019-12-03 12:42:50, Group_3
451, 433823_1006, 24, 39, 2, 丶小胖墩, 狂战魔焰, 35719, 53022, 0, 2019-12-04 01:24:36, Group_4
452, 424727_1006, 18, 39, 2, 锋, killer, 35922, 49664, 0, 2019-12-03 09:16:22, Group_3
453, 429712_1006, 18, 24, 1, 俏皮_八酱, 嘻嘻, 10408, 11118, 0, 2019-11-26 16:47:21, Group_1
454, 430937_1006, 18, 31, 1, 丶红帽, 撕裂, 18509, 24142, 0, 2019-11-30 00:17:34, Group_3
455, 422504_1006, 18, 30, 1, 素颜丨红帽, 梦之队, 14405, 18980, 0, 2019-11-30 08:50:21, Group_4
456, 83430_1006, 18, 40, 2, 优秀灬特工, 鬼族, 40961, 50884, 0, 2019-12-03 20:34:23, Group_4
457, 424193_1006, 18, 31, 1, 丨爪机党, 哦啊, 17483, 22515, 0, 2019-11-28 22:28:41, Group_2
458, 422376_1006, 18, 31, 1, 顽皮灬吃货, 0, 15040, 20336, 0, 2019-11-30 07:09:14, Group_2
459, 428812_1006, 18, 40, 2, 贵族灬谦谦丿, uuu, 38062, 47990, 0, 2019-12-03 20:49:48, Group_3
460, 425380_1006, 18, 39, 2, 膜拜灬红风, 玉天宗, 29202, 45545, 0, 2019-12-03 08:54:56, Group_2
461, 434234_1006, 18, 38, 2, Ye丶独霸青楼, 八神超玩会, 34881, 49906, 1, 2019-12-04 04:37:32, Group_3
462, 434619_1006, 18, 40, 2, 倾城之领主, killer, 42224, 58748, 0, 2019-12-03 21:22:33, Group_3
463, 430055_1006, 18, 39, 2, 火暴_强盗, 名人堂, 32978, 52255, 0, 2019-12-03 19:43:11, Group_1
464, 429388_1006, 18, 40, 2, 桑心小强, 南风, 34148, 52535, 0, 2019-12-03 22:46:44, Group_2
465, 421566_1006, 12, 30, 1, 唯情小九儿, 刘新宇潘爽, 14419, 18756, 0, 2019-11-28 13:12:49, Group_3
466, 423497_1006, 12, 31, 1, 谢特, 0, 18530, 23716, 0, 2019-11-28 15:43:00, Group_4
467, 8209_1006, 12, 23, 1, 草稚京, 千鹤乱舞, 11624, 13209, 0, 2019-11-26 11:09:25, Group_1
468, 383680_1006, 12, 21, 1, 恋先醉, 0, 8210, 9269, 0, 2019-11-26 10:50:21, Group_3
469, 420879_1006, 12, 34, 1, 全服霸主, 梦之队, 19500, 28649, 0, 2019-11-30 12:32:31, Group_4
470, 423848_1006, 12, 39, 2, 无敌小提莫, 高数, 29451, 41326, 0, 2019-12-03 20:50:07, Group_4
471, 425149_1006, 12, 32, 1, 大度丶菜鸟, 天神主宰、, 22239, 28788, 0, 2019-11-28 19:18:12, Group_1
472, 384823_1006, 12, 42, 2, 八神, 八神超玩会, 44030, 64104, 0, 2019-12-04 03:00:35, Group_3
473, 427069_1006, 12, 23, 1, 超级灬总督, 撕裂, 8836, 10693, 0, 2019-11-26 23:03:01, Group_3
474, 429663_1006, 12, 24, 1, 与神同行, 鬼族, 9386, 10989, 0, 2019-11-26 12:54:38, Group_4
475, 364218_1006, 12, 24, 1, 黎明, 0, 11678, 14384, 0, 2019-12-01 21:02:19, Group_3
476, 422357_1006, 12, 38, 2, 残酷丶正太控, 玉天宗, 33672, 46747, 0, 2019-12-02 13:35:17, Group_2
477, 433921_1006, 12, 23, 1, 勇敢X小蜜, 嘻嘻, 8764, 10987, 0, 2019-11-26 18:54:58, Group_1
478, 429098_1006, 12, 29, 1, 夏侯轻衣, 鬼族, 16482, 20347, 0, 2019-11-27 19:21:07, Group_4
479, 428170_1006, 12, 25, 1, ☆★神★☆, 5, 12326, 15121, 0, 2019-11-27 01:53:09, Group_4
480, 414512_1006, 12, 22, 1, 狒狒呵呵, 大蛇无双, 7938, 9043, 0, 2019-11-26 16:52:07, Group_2
481, 421776_1006, 12, 24, 1, 欢乐丨扫把头, 刘新宇潘爽, 12297, 15098, 0, 2019-11-28 04:18:28, Group_3
482, 433593_1006, 12, 21, 1, 清秀灬双鱼座, 嘻嘻, 5248, 5718, 0, 2019-11-26 13:33:35, Group_1
483, 436024_1006, 12, 33, 1, 得意丨, 你还是不是男, 14402, 21074, 0, 2019-12-04 00:26:51, Group_4
484, 428229_1006, 12, 33, 1, 稳重的红帽, uuu, 17181, 22604, 0, 2019-12-03 15:08:03, Group_3
485, 420894_1006, 12, 27, 1, 圣狱～阎魔, 0, 13438, 15705, 0, 2019-11-27 03:05:19, Group_1
486, 435219_1006, 12, 38, 2, 素颜X小猴子, 八尺琼楼, 30843, 39125, 0, 2019-12-02 00:48:07, Group_3
487, 435663_1006, 12, 40, 2, 帅气的达人, killer, 32787, 51396, 0, 2019-12-03 13:59:27, Group_3
488, 428308_1006, 12, 29, 1, 抠脚～大汉, RAT, 16439, 21763, 0, 2019-11-27 09:55:09, Group_1
489, 425302_1006, 12, 28, 1, 雏音鹤, 强撸, 16298, 22474, 0, 2019-11-27 13:55:09, Group_4
490, 423427_1006, 12, 29, 1, 傲慢丶小伙伴, 千鹤乱舞, 15795, 22329, 0, 2019-11-27 18:45:03, Group_1
491, 428907_1006, 12, 27, 1, 残忍的豆包, 洗洗睡, 12900, 16184, 0, 2019-11-27 08:09:59, Group_2
492, 418012_1006, 12, 28, 1, 荣先生, 不知火舞, 14973, 18703, 0, 2019-11-27 09:24:03, Group_2
493, 421155_1006, 12, 27, 1, 稳重丶龙龙, 0, 12488, 15058, 0, 2019-11-27 19:54:28, Group_1
494, 426117_1006, 12, 30, 1, 完美的王族, 强撸, 16837, 20944, 0, 2019-11-28 07:44:37, Group_4
495, 429020_1006, 12, 37, 2, 阔气灬八酱, 白竹, 28955, 43646, 0, 2019-12-01 16:35:42, Group_3
496, 432146_1006, 12, 27, 1, 天煞孤星, 我问心无愧, 10847, 13078, 0, 2019-11-27 10:50:06, Group_2
497, 433238_1006, 12, 27, 1, 乐逍遥若若, 快快乐乐, 12699, 15554, 0, 2019-11-27 21:51:44, Group_1
498, 429789_1006, 12, 33, 1, 馒头, 汇编成册不会, 17902, 22349, 0, 2019-11-30 13:49:56, Group_3
499, 430897_1006, 12, 32, 1, 星光璀璨, 黑夜降临, 14256, 20026, 0, 2019-11-29 09:57:42, Group_3
500, 435692_1006, 12, 36, 1, 死神, Hakuna, 19973, 26504, 0, 2019-12-02 19:22:00, Group_4
501, 426287_1006, 12, 33, 1, 进击丶, 来吧！, 13490, 17179, 0, 2019-11-29 20:19:23, Group_3
502, 425156_1006, 12, 31, 1, 顽皮_领主, 0, 17930, 23858, 0, 2019-11-29 03:53:40, Group_2
503, 404376_1006, 12, 37, 2, 羞涩丶风圣, 高数, 31419, 47739, 0, 2019-12-02 03:01:33, Group_4
504, 430960_1006, 12, 36, 1, 沐邪, 冠军?, 24553, 36138, 0, 2019-12-02 10:00:38, Group_1
505, 435505_1006, 12, 41, 2, 神秘的欧巴, 强烈队伍, 38422, 52432, 0, 2019-12-03 22:05:31, Group_2
506, 364245_1006, 12, 35, 1, 碉堡灬手抓饼, 哦啊, 26146, 38264, 0, 2019-11-30 07:14:25, Group_2
507, 406402_1006, 12, 38, 1, 屁屁蹦你, 强烈队伍, 29993, 43018, 0, 2019-12-02 18:16:15, Group_2
508, 431391_1006, 12, 30, 1, 丶零元党, 神話, 14450, 17963, 0, 2019-11-30 19:41:02, Group_2
509, 430680_1006, 12, 35, 1, 拜金灬路路, 鬼族, 24190, 38642, 0, 2019-12-03 10:55:46, Group_4
510, 425879_1006, 12, 38, 2, _番番, 八神庵, 28976, 39359, 0, 2019-12-03 11:27:35, Group_3
511, 425570_1006, 12, 39, 2, 凶狠X扫把头, 刚刚, 31520, 45077, 0, 2019-12-03 21:54:02, Group_1
512, 433723_1006, 12, 27, 1, 傲娇丨凹凸曼, 0, 8613, 10568, 0, 2019-12-01 18:02:02, Group_2
513, 423162_1006, 12, 32, 1, 顽皮灬墨镜, 梦之队, 16132, 20897, 0, 2019-11-30 01:59:18, Group_4
514, 420908_1006, 12, 37, 1, 最爱小李了, 梦之队, 27027, 34919, 0, 2019-12-02 16:48:20, Group_4
515, 434343_1006, 12, 35, 1, 冯子彦, 咔咔咔, 21887, 31084, 0, 2019-12-03 23:39:02, Group_4
516, 428687_1006, 12, 32, 1, 黑姣老蛇仙, 八神战队, 15474, 20771, 0, 2019-12-02 17:27:03, Group_2
517, 426918_1006, 12, 40, 2, 逆天丶小红帽, 撕裂, 37808, 58102, 0, 2019-12-03 21:36:51, Group_3
518, 427537_1006, 12, 34, 1, 神, 刚刚, 22601, 32439, 0, 2019-11-30 16:01:48, Group_1
519, 418096_1006, 12, 37, 2, 雷鸣丶破天, killer, 30437, 39091, 0, 2019-12-03 08:08:52, Group_3
520, 421359_1006, 12, 40, 2, 暗魂情殇, 哦啊, 33718, 47033, 0, 2019-12-03 22:10:10, Group_2
521, 432649_1006, 12, 35, 1, 玄不改非, 狂战魔焰, 18332, 24991, 0, 2019-12-03 08:16:37, Group_4
522, 420745_1006, 12, 41, 2, 鲁莽的斯巴达, 八神战队, 34373, 44616, 0, 2019-12-03 23:10:32, Group_2
523, 426712_1006, 12, 35, 1, 腼腆丨吃货, 兄弟团, 18693, 27663, 0, 2019-12-03 20:24:00, Group_1
524, 435471_1006, 12, 38, 2, 城南的小丑, 六芒星, 32785, 45050, 0, 2019-12-03 17:56:39, Group_3
525, 424631_1006, 12, 34, 1, 风云再起, 天哦zuou, 16889, 22978, 0, 2019-12-04 03:22:59, Group_1
526, 421659_1006, 12, 36, 1, 妖艳_, 名人堂, 26937, 39511, 0, 2019-12-03 20:17:41, Group_1
527, 421943_1006, 12, 33, 1, 狂野X香肠, 名人堂, 18261, 27941, 0, 2019-12-03 19:58:54, Group_1
528, 426484_1006, 12, 39, 2, 膜拜丶, 冷眸, 34829, 42959, 0, 2019-12-03 22:00:42, Group_1
529, 421572_1006, 12, 35, 1, 锋八神, 刘新宇潘爽, 23260, 35277, 0, 2019-12-02 01:38:54, Group_3
530, 428558_1006, 12, 32, 1, 硬朗丶小鬼, 不知火舞, 13469, 19339, 0, 2019-12-03 18:55:51, Group_2
531, 66520_1006, 12, 41, 2, 狰狞风神, 梦之队, 34542, 51295, 0, 2019-12-04 03:09:16, Group_4
532, 434216_1006, 12, 40, 2, 李三岁, 大蛇无双, 36122, 50845, 0, 2019-12-03 18:14:35, Group_2
533, 430000_1006, 12, 35, 1, 爽快丨猴王, 刚刚, 18328, 23498, 0, 2019-12-03 11:36:22, Group_1
534, 433029_1006, 12, 38, 2, 强力_囡囡, 不知火舞, 27760, 41434, 0, 2019-12-03 17:56:11, Group_2
535, 425273_1006, 12, 41, 2, 英俊X, 高数, 38628, 56313, 0, 2019-12-03 20:52:36, Group_4
536, 421048_1006, 12, 37, 2, 威风丨道长, 5, 24040, 37898, 0, 2019-12-04 04:56:47, Group_4
537, 421007_1006, 6, 39, 1, 巴扎黑, 玉天宗, 33248, 44182, 0, 2019-12-04 02:32:07, Group_2
538, 420967_1006, 6, 42, 2, 折翼之大魔王, 名人堂, 40523, 59154, 0, 2019-12-04 00:06:25, Group_1
