         MD LLA(mA)   LLS(ohm*m)  MSFL(ohm*m)    LLD(ohm*m)  AR(ohm*m)   devi(deg)   Azi(deg)    GR(API)     GPA(pA/kg)  SP(mV)
      312.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       312.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      312.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         313    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       313.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      313.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         314    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       314.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      314.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         315    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       315.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      315.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         316    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       316.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      316.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         317    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       317.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      317.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         318    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       318.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      318.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         319    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       319.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      319.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         320    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       320.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      320.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         321    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       321.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      321.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         322    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       322.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      322.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         323    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       323.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      323.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         324    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       324.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      324.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         325    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       325.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      325.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         326    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       326.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      326.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         327    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       327.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      327.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         328    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      328.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       328.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
